交易时间,公众账号ID,商户号,子商户号,设备号,微信订单号,商户订单号,用户标识,交易类型,交易状态,付款银行,货币种类,总金额,企业红包金额,微信退款单号,商户退款单号,退款金额,企业红包退款金额,退款类型,退款状态,商品名称,商户数据包,手续费,费率
`2016-05-01 08:50:19,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4008132001201605015393632587,`2016050108501208445,`oJv3bwoRjgYxxkniy63l9-ZjwbWA,`JSAPI,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】Yes or No 2.5,`paytest,`0.04000,`2.00%
`2016-05-01 08:53:27,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4006282001201605015393667204,`2016050108531908454,`oJv3bwri6at3RuY7aehnc35aV8c8,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:54:38,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4008402001201605015393681011,`2016050108543208461,`oJv3bwk3Y3f9x9gmCojpxj7ZnVV8,`JSAPI,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】夏雪薇安之念念不忘,`paytest,`0.02000,`2.00%
`2016-05-01 08:58:01,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4005562001201605015393711168,`2016050108575508466,`oJv3bwgVQUcCx5TRzbI-qbK591Dc,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:58:09,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4002212001201605015393716632,`2016050108575908467,`oJv3bwoL0xFdKYq5vCo0bVv6AWF0,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:59:02,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4009922001201605015393721534,`2016050108585608470,`oJv3bws6zKGb4-wUaxkN_6XuaezQ,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:59:31,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4006512001201605015393727709,`2016050108592308473,`oJv3bwmXtTlYkWRYhNzRuGJe4-lg,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错了性别，不错爱,`paytest,`0.08000,`2.00%
`2016-05-01 09:00:03,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4007402001201605015393729381,`2016050108595508475,`oJv3bwsvRjIouvakrf535FDOMlFw,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:59:36,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4000452001201605015393730609,`2016050108593008474,`oJv3bwjNUsYzo3gYEtZXWRe2-gKQ,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:01:19,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4005202001201605015393743554,`2016050109011108478,`oJv3bwsbaQWA7lvs4G_ehSz0O5G8,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:02:45,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4004462001201605015393754798,`2016050109023608483,`oJv3bwvON6i5F0El4tGcqBpjSkjk,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:02:18,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4009492001201605015393757079,`2016050109021208481,`oJv3bwgXhF3LHHp_klz8PrdZzUI8,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:03:21,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4003732001201605015393767503,`2016050109031008484,`oJv3bwjRgvRcNAOm0D2CbIeZ6vw8,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:05:26,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4009412001201605015393774415,`2016050109033008485,`oJv3bwp3RKcIiKI1NHWYobw0S00M,`JSAPI,`SUCCESS,`ABC_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:05:19,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4007272001201605015393784364,`2016050109051208488,`oJv3bwnrXJ51SOGmkhqmyHwI2JEM,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:05:40,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4005622001201605015393789306,`2016050109052908489,`oJv3bwv7enUvUrwoeT7muzHIOAOk,`JSAPI,`SUCCESS,`ABC_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:06:27,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4001602001201605015393799122,`2016050109062208490,`oJv3bwvGmVqcKKWnZFDba2e5u08c,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:06:36,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4003712001201605015393803631,`2016050109062908491,`oJv3bwklZ5q1wKp4ZIIY69RkN-Xc,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:06:58,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4003802001201605015393807804,`2016050109065008495,`oJv3bwjjKnXbKv9_Bh2nG90IOvUU,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:09:04,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4009202001201605015393827154,`2016050109090008499,`oJv3bwixNV4XBspNOv4Els0oQZFM,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错了性别，不错爱,`paytest,`0.08000,`2.00%
`2016-05-01 09:10:22,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4005882001201605015393847208,`2016050109101108500,`oJv3bwp8-dvqKyb4sdi25c1RxGXs,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:12:39,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4009372001201605015393869009,`2016050109123408505,`oJv3bwm9gpUJbbxWBRrgUkmdXJvI,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:12:50,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4003012001201605015393870831,`2016050109124408506,`oJv3bwih-YopJS_3tNbMpO4HkXRg,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:14:12,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4000412001201605015393888813,`2016050109140108508,`oJv3bwgzLdbt6JnpGaosadzqdGLs,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:15:04,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4004842001201605015393893727,`2016050109145708510,`oJv3bwkYp5aTiIP3RkpBqT8pndqo,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:17:45,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4000802001201605015393926719,`2016050109173908514,`oJv3bwkxUb_5kFULNaIO1tFOn_3M,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:18:17,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4007302001201605015393933638,`2016050109181008515,`oJv3bwhEsmJD-aEMAWNpjZUR8t_U,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:19:15,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4008942001201605015393938797,`2016050109190908517,`oJv3bwo5mNUpfviZBGXmPPtIqcYw,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:24:06,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4002252001201605015393995251,`2016050109235708520,`oJv3bwgOVwUhxGMgFsxTs9Ly3d4c,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错了性别，不错爱,`paytest,`0.08000,`2.00%
`2016-05-01 09:26:38,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4007322001201605015394019780,`2016050109263208523,`oJv3bwuxpj8qFmQwbpOOqgAa6zaM,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:29:45,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4003802001201605015394060877,`2016050109294008530,`oJv3bwgpI-oWMxauo2HSrlZAIH9o,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错了性别，不错爱,`paytest,`0.08000,`2.00%
`2016-05-01 09:32:01,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4000112001201605015394080374,`2016050109314308533,`oJv3bwuHtF-_-XNr-WXS6g6OKRh0,`JSAPI,`SUCCESS,`CITIC_CREDIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:32:20,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4009092001201605015394082593,`2016050109320608535,`oJv3bwshkOFM-H711xajJU70tngw,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:32:06,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4008442001201605015394085491,`2016050109315908534,`oJv3bwvCKEoVYa-IBxZ3wrm2HNoo,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:34:27,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4000682001201605015394111484,`2016050109341808544,`oJv3bwlUZUVsIv6yoYWNveROK67E,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错了性别，不错爱,`paytest,`0.08000,`2.00%
`2016-05-01 09:34:48,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4007572001201605015394111581,`2016050109342508546,`oJv3bwk4L8oGmaEll56aTCWRFQfQ,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:35:20,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4009322001201605015394118690,`2016050109350108547,`oJv3bwmnbZ2eQ1i3pql7KssPJNhU,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:40:20,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4006512001201605015394181749,`2016050109401308554,`oJv3bwtOuOpQ9ViwFKmZoNbQRj-Y,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:40:39,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4006512001201605015394186708,`2016050109403208556,`oJv3bwtOuOpQ9ViwFKmZoNbQRj-Y,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错了性别，不错爱,`paytest,`0.08000,`2.00%
`2016-05-01 09:40:56,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4002172001201605015394190070,`2016050109404908557,`oJv3bwnskhlP6qAEZmp3bqrPmWZg,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:41:23,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4006692001201605015394195089,`2016050109411708558,`oJv3bwuN42KdSkOmz8upwKCweTvA,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错了性别，不错爱,`paytest,`0.08000,`2.00%
`2016-05-01 09:42:19,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4006332001201605015394203121,`2016050109421208562,`oJv3bwvw8zXGAlFsnzQdiq4y3qJk,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:43:55,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4009472001201605015394226860,`2016050109434608565,`oJv3bwjsM9aTtdgho11g4vU0mhKU,`JSAPI,`SUCCESS,`COMM_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:47:06,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4002602001201605015394257986,`2016050109465908571,`oJv3bwipj9vb3qKs7l9-f4d8RvTw,`JSAPI,`SUCCESS,`CCB_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:47:23,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4006802001201605015394261575,`2016050109471908572,`oJv3bwgHdSOAmt1qv3diC-NUzwHs,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:48:44,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4005442001201605015394277371,`2016050109483608575,`oJv3bwheu4CVCHhFElT_xt4gAtp8,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:48:22,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4007612001201605015394279224,`2016050109481608573,`oJv3bwodryirAj-DGcX6PZuc_3c4,`JSAPI,`SUCCESS,`ABC_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 09:49:04,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4000212001201605015394283884,`2016050109485108576,`oJv3bwqMja9-cIZapcUwlPYIBbAY,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 07:51:31,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4007642001201605015394309845,`2016050107512508338,`oJv3bwuVYYSSw3epmQOr8yORMVY4,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 07:52:49,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4009862001201605015394312782,`2016050107523708339,`oJv3bwsBh7UyiiG-UHBn7h4TLcLo,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 07:53:22,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4001362001201605015394317571,`2016050107531608341,`oJv3bwoplcA4sIVa0l9FD2ONIhtg,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 07:53:45,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4004432001201605015394322907,`2016050107533408342,`oJv3bwhRzcmJorjn_lrCQs-iuFxI,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 07:55:43,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4000292001201605015394336923,`2016050107553508346,`oJv3bwt_-GUr5v90HwRtpQ04xMVQ,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 07:59:08,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4002772001201605015394360758,`2016050107590108349,`oJv3bwioocu3RA_tdqvNTibqKylU,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:04:59,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4009282001201605015394405882,`2016050108045308357,`oJv3bwoP284GSqMzyqrJkmif71H0,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:10:25,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4000622001201605015394444987,`2016050108101208362,`oJv3bwizTBIoopwPRL9aaKeh33AQ,`JSAPI,`SUCCESS,`ICBC_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:10:51,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4002192001201605015394453712,`2016050108104508365,`oJv3bwvXfQOIlNLYicOnGtAbyMVE,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:13:24,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4007352001201605015394476493,`2016050108131908372,`oJv3bws0wuKag3o-suWKlclOnk3Q,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:14:18,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4007942001201605015394480160,`2016050108141308375,`oJv3bwh8_-ktNThtNF0LLHRm181g,`JSAPI,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】夏雪薇安之念念不忘,`paytest,`0.02000,`2.00%
`2016-05-01 08:14:19,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4000412001201605015394486016,`2016050108141408376,`oJv3bwrSfPNmy9aXt2-Odln8mus4,`JSAPI,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】夏雪薇安之念念不忘,`paytest,`0.02000,`2.00%
`2016-05-01 08:14:54,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4004922001201605015394490459,`2016050108144908377,`oJv3bwgdxRUfUk2e9Ehn-ZjqDIps,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:18:33,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4007852001201605015394493749,`2016050108153108379,`oJv3bwu496r5N1lITsAH744JI6kg,`JSAPI,`SUCCESS,`CCB_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:16:17,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4008442001201605015394501230,`2016050108160108380,`oJv3bwsN9ErElehbhxkDf1VF64eE,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:17:46,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4003592001201605015394511502,`2016050108173708382,`oJv3bwkUP68LSdfrHuJ9U1d0w-oY,`JSAPI,`SUCCESS,`CCB_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:19:05,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4010102001201605015394526413,`2016050108184708385,`oJv3bwj9l0K9JmRy2CukcufFkCnI,`JSAPI,`SUCCESS,`PSBC_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:23:32,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4006492001201605015394534875,`2016050108200408388,`oJv3bwm72eb9Rs6Z45hm7Gu5Y9FY,`JSAPI,`SUCCESS,`ABC_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错了性别，不错爱,`paytest,`0.08000,`2.00%
`2016-05-01 08:19:58,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4004222001201605015394536001,`2016050108194708386,`oJv3bwiztZLcaFtu6fIyFapjU9yo,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:21:38,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4000432001201605015394545282,`2016050108212508394,`oJv3bwnKo3XtBEQ99KTyvq2O5dzg,`JSAPI,`SUCCESS,`PSBC_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:22:07,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4009302001201605015394547317,`2016050108214808395,`oJv3bwtlLIXkAzJJSg_V1Aiz0_Bk,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:24:04,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4005452001201605015394566396,`2016050108240008398,`oJv3bwgRfWcxPhAdxXJ9s-2nE7rQ,`JSAPI,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】夏雪薇安之念念不忘,`paytest,`0.02000,`2.00%
`2016-05-01 08:26:34,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4007912001201605015394591557,`2016050108262708400,`oJv3bwhJK1dOncM_BAOuCgR5DJtw,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:33:15,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4004922001201605015394609201,`2016050108274508403,`oJv3bwh3O3shQvYxuCPF1LSsGYbI,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:29:37,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4004692001201605015394624003,`2016050108293208407,`oJv3bwmy6gjGz4TW7FPoiqUes7uc,`JSAPI,`SUCCESS,`ABC_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:33:01,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4006542001201605015394652054,`2016050108325508409,`oJv3bwkIOTnyQ8ndSUa8CDU7aMHI,`JSAPI,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】夏雪薇安之念念不忘,`paytest,`0.02000,`2.00%
`2016-05-01 08:34:17,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4010112001201605015394658535,`2016050108340508413,`oJv3bwoX_rSgIbhFm9kmFxuqxJxU,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:34:14,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4003592001201605015394659338,`2016050108340808414,`oJv3bwt13uTqldvyPCbQJI2cGUEQ,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
`2016-05-01 08:42:19,`wxe9cc9f27c215ef34,`1328960401,`0,`WEB,`4006332001201605015394739058,`2016050108421208429,`oJv3bwoBJ9NdcE6wneYuFJhNMHGo,`JSAPI,`SUCCESS,`BOC_DEBIT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`【微影院】错爱之不悔情书,`paytest,`0.08000,`2.00%
